Kundennummer;AccountErstellung;Alter;Geschlecht;PLZ;MonatlicherUmsatz;Rabatt;Aktivitätsindex;ErsterFilm;ZweiterFilm;DritterFilm;Vierter Film;FuenfterFilm;SechsterFilm;SiebterFilm;AchterFilm
45102817;10.05.2023;21;weiblich;70174;10;0;0,017884097;The Batman;Känguru-Chroniken;;;;fluch der karibik ;;
45102818;11.05.2023;20;männlich;;5;0;0,540010256;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;;;;
45102819;12.05.2023;22;männlich;70176;5;0;0,066836537;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;;;;
45102820;13.05.2023;;männlich;70173;5;0;0,311159195;Känguru-Chroniken;;;;;;;
45102821;14.05.2023;21;weiblich;70174;10;0;0,772790987;Känguru-Chroniken;;;;;;;
45102822;15.05.2023;18;männlich;70173;15;0;0,700387198;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;mandalorian ;;;
45102823;16.05.2023;19;männlich;70174;15;0;0,170040689;The Batman;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;;
45102824;17.05.2023;20;männlich;70173;15;0;0,09446077;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;mandalorian ;;
45102825;18.05.2023;25;männlich;70174;15;0;0,728544414;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;Star Wars II;;;
45102826;19.05.2023;21;männlich;70176;10;0;0,400893405;Känguru-Chroniken;Star Trek;james bond casino royale;Star Wars I;;;;
45102827;20.05.2023;26;männlich;70176;10;0;0,688251359;Star Trek;Känguru-Chroniken;james bond casino royale;Star Wars I;;;;
45102828;21.05.2023;20;weiblich;70174;10;0;0,235004927;Keinohrhasen ;Känguru-Chroniken;Tatsächlich... Liebe;;Bridget Jones – Schokolade zum Frühstück;Sissi;Emily in Paris;
45102829;22.05.2023;22;weiblich;70176;15;0;0,986960596;The Batman;Känguru-Chroniken;Valentinstag;;;;;
45102830;23.05.2023;24;weiblich;70176;10;0;0,568989298;Keinohrhasen ;Känguru-Chroniken;Tatsächlich... Liebe;;Bridget Jones – Schokolade zum Frühstück;Sissi;Emily in Paris;
45102831;24.05.2023;18;weiblich;70173;10;0;0,674191681;The Batman;Känguru-Chroniken;Valentinstag;Titanic;Bridget Jones – Schokolade zum Frühstück;Sissi;;
45102832;25.05.2023;19;weiblich;70174;10;0;0,899068851;The Batman;Känguru-Chroniken;Valentinstag;Titanic;Bridget Jones – Schokolade zum Frühstück;;;
45102833;26.05.2023;20;;70173;15;0;0,732296247;The Batman;Känguru-Chroniken;Valentinstag;Titanic;;;;
45102834;27.05.2023;24;weiblich;70176;10;0;0,627904494;The Batman;Känguru-Chroniken;;;;;;
45102835;28.05.2023;18;weiblich;70173;10;0;0,179357363;Känguru-Chroniken;Keinohrhasen ;Tatsächlich... Liebe;;Emily in Paris;;;
45102836;29.05.2023;19;weiblich;70174;10;0;0,295002341;Känguru-Chroniken;Keinohrhasen ;;;;;;
45102837;30.05.2023;20;weiblich;70173;15;0;0,456797399;Känguru-Chroniken;;;;;;;
45102838;31.05.2023;24;weiblich;70176;10;0;0,432317774;Känguru-Chroniken;;;;;;;
45102839;01.06.2023;18;weiblich;70173;10;0;0,160656833;The Batman;Känguru-Chroniken;;;;;;
45102840;02.06.2023;19;weiblich;70174;10;0;0,902969601;The Batman;Känguru-Chroniken;;;;;;
45102841;03.06.2023;;weiblich;70173;15;0;0,40269412;Keinohrhasen ;Känguru-Chroniken;Tatsächlich... Liebe;;Bridget Jones – Schokolade zum Frühstück;Sissi;;
45102842;04.06.2023;24;weiblich;70176;10;0;0,529523087;Keinohrhasen ;Känguru-Chroniken;Tatsächlich... Liebe;;Bridget Jones – Schokolade zum Frühstück;Sissi;Emily in Paris;
45102843;01.01.2023;35;männlich;70173;7,5;50;0,54064779;Transformers;Kung Fu Panda;;;;;;
45102844;02.01.2023;33;männlich;70174;7,5;50;0,289432336;Transformers;Kung Fu Panda;;;;;;
45102845;03.01.2023;34;männlich;70173;7,5;50;0,28631055;Transformers;Kung Fu Panda;;;;;;
45102846;04.01.2023;42;männlich;70174;7,5;50;0,67508328;Transformers;Kung Fu Panda;;;;;;
45102847;05.01.2023;45;männlich;70176;2,5;50;0,996204679;;;;;;;;
45102848;06.01.2023;32;männlich;70176;2,5;50;0,202142126;;;;;;;;
45102849;07.01.2023;35;weiblich;70174;2,5;50;0,901949995;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;Star Trek;;;;
45102850;08.01.2023;36;weiblich;70176;2,5;50;0,912408103;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;Star Trek;;;;
45102851;09.01.2023;41;weiblich;70176;5;50;0,81439119;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;Star Trek;;;;
45102852;10.01.2023;31;weiblich;70173;5;50;0,130720734;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45102853;11.01.2023;36;weiblich;70174;5;50;0,989123368;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45102854;12.01.2023;47;weiblich;70173;7,5;50;0,518827138;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102855;13.01.2023;;männlich;70174;7,5;50;0,041415941;;;;;;;;
45102856;14.01.2023;34;männlich;;7,5;50;0,122236521;;;;;;;;
45102857;15.01.2023;42;männlich;70174;7,5;50;0,007175688;;;;;;;;
45102858;16.01.2023;45;männlich;70176;2,5;50;0,071053009;;;;;;;;
45102859;17.01.2023;32;männlich;70176;2,5;50;0,212217802;;;;;;;;
45102860;18.01.2023;35;;70174;2,5;50;0,216106885;;;;;;;;
45102861;19.01.2023;36;weiblich;70176;2,5;50;0,60137783;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102862;20.01.2023;41;weiblich;70176;5;50;0,621093734;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45102863;21.01.2023;31;weiblich;70173;5;50;0,97436994;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102864;22.01.2023;36;weiblich;70174;5;50;0,260921312;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102865;23.01.2023;47;weiblich;70173;7,5;50;0,906950462;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102866;24.01.2023;33;männlich;70174;15;0;0,81610477;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102867;25.01.2023;34;männlich;70173;15;0;0,828274822;;;;;;;;
45102868;26.01.2023;42;männlich;70174;15;0;0,794862678;;;;;;;;
45102869;27.01.2023;45;männlich;70176;15;0;0,052641878;;;;;;;;
45102870;28.01.2023;32;männlich;70176;15;0;0,778867746;;;;;;;;
45102871;29.01.2023;35;weiblich;70174;5;0;0,968528914;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102872;30.01.2023;36;weiblich;70176;7;0;0,400149627;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102873;31.01.2023;41;weiblich;70176;5;50;0,278469396;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102874;01.02.2023;31;weiblich;70173;5;50;0,516606156;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102875;02.02.2023;36;weiblich;70174;5;50;0,979310212;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102876;03.02.2023;47;weiblich;70173;7,5;50;0,840685437;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45102877;04.02.2023;33;männlich;70174;15;0;0,824476419;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102878;05.02.2023;34;männlich;70173;15;0;0,199377983;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102879;06.02.2023;42;männlich;70174;15;0;0,411173979;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102880;07.02.2023;45;männlich;70176;15;0;0,455623025;;;;;;;;
45102881;08.02.2023;32;männlich;70176;15;0;0,384748519;;;;;;;;
45102882;09.02.2023;35;weiblich;70174;5;0;0,224785494;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102883;10.02.2023;36;weiblich;70176;7;0;0,502257103;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102884;11.02.2023;41;weiblich;70176;5;50;0,575409315;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;Star Trek;;;;
45102885;12.02.2023;31;weiblich;70173;5;50;0,648133779;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102886;13.02.2023;36;weiblich;70174;5;50;0,429247891;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45102887;14.02.2023;47;weiblich;70173;7,5;50;0,080403094;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102888;15.02.2023;33;männlich;70174;7,5;50;0,90599682;;;;;;;;
45102889;16.02.2023;34;männlich;70173;7,5;50;0,646551467;;;;;;;;
45102890;17.02.2023;42;männlich;70174;7,5;50;0,435431834;;;;;;;;
45102891;18.02.2023;45;männlich;70176;2,5;50;0,329085932;;;;;;;;
45102892;19.02.2023;32;männlich;70176;2,5;50;0,675003083;;;;;;;;
45102893;20.02.2023;35;weiblich;70174;2,5;50;0,518311425;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102894;21.02.2023;36;weiblich;70176;2,5;50;0,496865734;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;Star Trek;;;;
45102895;22.02.2023;41;weiblich;70176;5;50;0,105466708;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102896;23.02.2023;31;weiblich;70173;5;50;0,479656835;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102897;24.02.2023;36;weiblich;;5;50;0,527726966;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;Star Trek;;;;
45102898;25.02.2023;47;weiblich;70173;7,5;50;0,098038156;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;Star Trek;;;;
45102899;26.02.2023;33;männlich;70174;7,5;50;0,121302549;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102900;27.02.2023;32;männlich;70173;7,5;50;0,951225806;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102901;28.02.2023;42;männlich;70174;7,5;50;0,327198868;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102902;01.03.2023;45;;70176;2,5;50;0,884269055;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102903;02.03.2023;32;männlich;70176;2,5;50;0,971824374;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102904;03.03.2023;35;weiblich;70174;2,5;50;0,996446261;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102905;04.03.2023;36;weiblich;70176;2,5;50;0,683860129;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102906;05.03.2023;41;weiblich;70176;5;50;0,21044421;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45102907;06.03.2023;31;weiblich;70173;5;50;0,007371485;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102908;07.03.2023;36;weiblich;70174;5;50;0,225219754;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;bridgerton;;;;;
45102909;08.03.2023;47;weiblich;70173;7,5;50;0,793952654;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102910;09.03.2023;33;männlich;70174;7,5;50;0,732930838;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102911;10.03.2023;34;männlich;70173;7,5;50;0,215995189;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102912;11.03.2023;42;männlich;70174;7,5;50;0,977520141;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102913;12.03.2023;45;männlich;70176;2,5;50;0,83107958;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102914;13.03.2023;32;männlich;70176;2,5;50;0,733557859;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102915;14.03.2023;35;weiblich;70174;2,5;50;0,951929762;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102916;15.03.2023;36;weiblich;70176;2,5;50;0,361654218;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102917;16.03.2023;41;weiblich;70176;5;50;0,838990318;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102918;17.03.2023;31;weiblich;70173;5;50;0,869873572;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102919;18.03.2023;32;weiblich;70174;5;50;0,642376406;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102920;19.03.2023;47;weiblich;70173;7,5;50;0,789659864;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102921;20.03.2023;33;männlich;70174;7,5;50;0,338529546;;;;;;;;
45102922;21.03.2023;34;männlich;70173;7,5;50;0,985615802;;;;;;;;
45102923;22.03.2023;42;männlich;70174;7,5;50;0,606381764;;;;;;;;
45102924;23.03.2023;45;männlich;70176;2,5;50;0,701276974;;;;;;;;
45102925;24.03.2023;32;männlich;70176;2,5;50;0,554396396;;;;;;;;
45102926;25.03.2023;35;weiblich;70174;2,5;50;0,495057913;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102927;26.03.2023;36;weiblich;70176;2,5;50;0,042599287;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102928;27.03.2023;41;weiblich;70176;5;50;0,029138707;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102929;28.03.2023;31;weiblich;70173;5;50;0,977711395;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102930;29.03.2023;36;weiblich;70174;5;50;0,158214867;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102931;30.03.2023;47;weiblich;70173;7,5;50;0,876666657;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102932;31.03.2023;33;männlich;70174;15;0;0,663692031;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102933;01.04.2023;34;männlich;70173;15;0;0,826846376;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102934;02.04.2023;42;männlich;70174;15;0;0,011965391;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102935;03.04.2023;45;männlich;70176;15;0;0,971239131;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102936;04.04.2023;32;männlich;70176;15;0;0,212997629;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102937;05.04.2023;35;weiblich;70174;5;0;0,16924719;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102938;06.04.2023;36;weiblich;70176;7;0;0,769870097;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102939;07.04.2023;33;männlich;70174;15;0;0,559489566;bridget jones – schokolade zum frühstück ansehen;Emily in Paris;;;;;;
45102940;08.04.2023;34;männlich;70173;15;0;0,872001487;;;;;;;;
45102941;09.04.2023;42;männlich;70174;15;0;0,220168435;;;;;;;;
45102942;10.04.2023;45;männlich;70176;15;0;0,512787168;;;;;;;;
45102943;11.04.2023;32;männlich;70176;15;0;0,091923119;;;;;;;;
45102944;12.04.2023;35;weiblich;70174;5;0;0,330513375;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102945;13.04.2023;36;weiblich;70176;7;0;0,50100413;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102946;14.04.2023;31;weiblich;70173;5;50;0,635047044;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102947;15.04.2023;36;weiblich;70174;5;50;0,630201984;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102948;16.04.2023;47;weiblich;70173;7,5;50;0,992192108;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102949;17.04.2023;33;männlich;;7,5;50;0,301115658;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102950;18.04.2023;34;männlich;70173;7,5;50;0,545670138;;;;;;;;
45102951;19.04.2023;42;männlich;70174;7,5;50;0,806987319;;;;;;;;
45102952;20.04.2023;41;männlich;70176;2,5;50;0,699118641;;;;;;;;
45102953;21.04.2023;32;männlich;70176;2,5;50;0,805121239;;;;;;;;
45102954;22.04.2023;35;weiblich;70174;2,5;50;0,498948637;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102955;23.04.2023;36;;70176;2,5;50;0,675871085;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102956;24.04.2023;41;weiblich;70176;5;50;0,699104138;Valentinstag;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102957;25.04.2023;31;weiblich;70173;5;50;0,775311477;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102958;26.04.2023;36;weiblich;70174;5;50;0,357158831;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102959;27.04.2023;47;weiblich;70173;7,5;50;0,588849036;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102960;28.04.2023;33;männlich;70174;7,5;50;0,616366274;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102961;29.04.2023;34;männlich;70173;7,5;50;0,964771086;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102962;30.04.2023;42;männlich;70174;15;0;0,008307896;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102963;01.05.2023;45;männlich;70176;15;0;0,865573646;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102964;02.05.2023;32;männlich;70176;15;0;0,798870905;;;;;;;;
45102965;03.05.2023;35;weiblich;70174;5;0;0,25712567;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102966;04.05.2023;36;weiblich;70176;7;0;0,03731139;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102967;05.05.2023;33;männlich;70174;15;0;0,156717718;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102968;06.05.2023;34;männlich;70173;15;0;0,041944039;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102969;07.05.2023;42;männlich;70174;15;0;0,635481153;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102970;08.05.2023;45;männlich;70176;15;0;0,799440156;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102971;09.05.2023;32;männlich;70176;15;0;0,703906581;bridget jones – schokolade zum frühstück ansehen;;;;;;;
45102972;10.05.2023;35;weiblich;70174;5;0;0,977235163;;;;;;;;
45102973;11.05.2023;36;weiblich;70176;7;0;0,463299725;;;;;;;;
45102974;12.05.2023;42;männlich;70174;15;0;0,276280183;;;;;;;;
45102975;13.05.2023;45;männlich;70176;15;0;0,540588498;;;;;;;;
45102976;14.05.2023;32;männlich;70176;15;0;0,47273012;;;;;;;;
45102977;15.05.2023;35;weiblich;70174;5;0;0,618221939;Valentinstag;;;;;;;
45102978;16.05.2023;36;weiblich;70176;7;0;0,462777595;Valentinstag;;;;;;;
45102979;17.05.2023;33;männlich;70174;15;0;0,238380802;Valentinstag;;;;;;;
45102980;18.05.2023;34;männlich;70173;15;0;0,144886182;Valentinstag;;;;;;;
45102981;19.05.2023;42;männlich;70174;15;0;0,499189503;Valentinstag;;;;;;;
45102982;20.05.2023;45;männlich;70176;15;0;0,495712891;Valentinstag;;;;;;;
45102983;21.05.2023;32;männlich;70176;15;0;0,819075283;;;;;;;;
45102984;22.05.2023;35;weiblich;70174;5;0;0,049029079;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45102985;23.05.2023;36;weiblich;70176;7;0;0,231603252;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45102986;24.05.2023;31;weiblich;70173;5;50;0,510491865;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45102987;25.05.2023;36;weiblich;70174;5;50;0,542268228;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45102988;26.05.2023;47;weiblich;70173;7,5;50;0,541674473;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45102989;27.05.2023;33;männlich;70174;7,5;50;0,115928408;;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102990;28.05.2023;34;männlich;70173;7,5;50;0,543800496;;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102991;29.05.2023;42;männlich;70174;7,5;50;0,873042352;;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102992;30.05.2023;51;männlich;70176;2,5;50;0,183331771;;;;;;;;
45102993;31.05.2023;32;männlich;70176;2,5;50;0,373144547;;;;;;;;
45102994;01.06.2023;35;weiblich;;2,5;50;0,290480414;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45102995;02.06.2023;36;weiblich;70176;2,5;50;0,253945421;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45102996;03.06.2023;41;weiblich;70176;5;50;0,496333052;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45102997;04.06.2023;31;;70173;5;50;0,936970131;;bridget jones – schokolade zum frühstück ansehen;;;;;;
45102998;01.04.2023;36;weiblich;70174;5;50;0,711326096;Sissi;bridgerton;;;;;;
45102999;02.04.2023;47;weiblich;70173;7,5;50;0,55266202;Sissi;bridgerton;;;;;;
45103000;03.04.2023;33;männlich;70174;7,5;50;0,53687337;;;;;;;;
45103001;04.04.2023;34;männlich;70173;7,5;50;0,961577142;;;;;;;;
45103002;05.04.2023;31;weiblich;70173;5;50;0,590157767;Sissi;bridgerton;;;;;;
45103003;06.04.2023;36;weiblich;70174;5;50;0,64995255;Sissi;;;;;;;
45103004;07.04.2023;47;weiblich;70173;7,5;50;0,621288989;Sissi;bridgerton;;;;;;
45103005;08.04.2023;33;männlich;70174;7,5;50;0,499542419;;;;;;;;
45103006;09.04.2023;34;männlich;70173;7,5;50;0,497233767;;;;;;;;
45103007;10.04.2023;42;männlich;70174;7,5;50;0,835304407;;;;;;;;
45103008;11.04.2023;53;männlich;70176;2,5;50;0,713380054;;;;;;;;
45103009;12.04.2023;32;männlich;70176;2,5;50;0,346782778;;;;;;;;
45103010;13.04.2023;35;weiblich;70174;2,5;50;0,472399437;Sissi;bridgerton;;;;;;
45103011;14.04.2023;36;weiblich;70176;2,5;50;0,672647552;Sissi;bridgerton;;;;;;
45103012;15.04.2023;41;weiblich;70176;5;50;0,101818186;Sissi;;;;;;;
45103013;16.04.2023;31;weiblich;70173;5;50;0,239234155;Sissi;;;;;;;
45103014;17.04.2023;36;;70174;5;50;0,797888694;;;;;;;;
45103015;18.04.2023;47;weiblich;70173;7,5;50;0,552787296;Valentinstag;;;;;;;
45103016;19.04.2023;33;männlich;70174;7,5;50;0,525929731;Valentinstag;;;;;;;
45103017;20.04.2023;34;männlich;70173;7,5;50;0,83296138;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103018;21.04.2023;31;weiblich;70173;5;50;0,537299006;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103019;22.04.2023;36;weiblich;70174;5;50;0,767145893;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45103020;23.04.2023;47;weiblich;70173;7,5;50;0,908885136;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45103021;24.04.2023;33;männlich;70174;7,5;50;0,299706697;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103022;25.04.2023;34;männlich;70173;7,5;50;0,307702069;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103023;26.04.2023;42;männlich;70174;7,5;50;0,921502186;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103024;27.04.2023;51;männlich;70176;2,5;50;0,510732833;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103025;28.04.2023;32;männlich;70176;2,5;50;0,724614899;;;;;;;;
45103026;29.04.2023;35;weiblich;70174;2,5;50;0,194498404;Valentinstag;;;;;;;
45103027;30.04.2023;36;weiblich;70176;2,5;50;0,240959019;Valentinstag;;;;;;;
45103028;01.05.2023;41;weiblich;70176;5;50;0,625092906;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103029;02.05.2023;31;weiblich;70173;5;50;0,722667601;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45103030;03.05.2023;36;weiblich;70174;5;50;0,479883946;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103031;04.05.2023;47;weiblich;70173;7,5;50;0,553846744;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103032;05.05.2023;33;männlich;70174;7,5;50;0,239953077;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103033;06.05.2023;34;männlich;70173;7,5;50;0,14555613;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103034;07.05.2023;31;weiblich;70173;5;50;0,43473568;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103035;08.05.2023;36;weiblich;70174;5;50;0,890430531;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103036;09.05.2023;47;weiblich;70173;7,5;50;0,158435823;Valentinstag;;;;;;;
45103037;10.05.2023;33;männlich;70174;7,5;50;0,430964557;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103038;11.05.2023;34;männlich;70173;7,5;50;0,400822859;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103039;12.05.2023;42;männlich;70174;7,5;50;0,675664984;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103040;13.05.2023;53;männlich;70176;2,5;50;0,279245367;Valentinstag;;;;;;;
45103041;14.05.2023;32;männlich;70176;2,5;50;0,907011884;Valentinstag;;;;;;;
45103042;15.05.2023;35;weiblich;70174;2,5;50;0,508806714;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103043;16.05.2023;36;weiblich;70176;2,5;50;0,099172953;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103044;17.05.2023;41;weiblich;70176;5;50;0,898111497;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45103045;18.05.2023;31;weiblich;70173;5;50;0,76323312;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103046;19.05.2023;36;weiblich;70174;5;50;0,493549103;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103047;20.05.2023;47;weiblich;70173;7,5;50;0,375976218;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
45103048;21.05.2023;33;männlich;70174;7,5;50;0,932077533;;;;;;;;
45103049;22.05.2023;34;männlich;70173;7,5;50;0,41173891;;;;;;;;
45103050;23.05.2023;31;weiblich;;5;50;0,353576273;Valentinstag;bridgerton;;;;;;
45103051;24.05.2023;36;weiblich;;5;50;0,249737332;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;Star Trek;;;;
45103052;25.05.2023;47;weiblich;70173;7,5;50;0,73602629;Sissi;bridget jones – schokolade zum frühstück ansehen;bridgerton;;;;;
45103053;26.05.2023;33;männlich;70174;7,5;50;0,777884436;Sissi;bridget jones – schokolade zum frühstück ansehen;;;;;;
